id1,id2,plagio
29cf2e70.java,584b0e9e.java,1
9ab3c0e1.java,d5fa4746.java,1
4d279121.java,856a8eda.java,0
21c9b214.java,d5a20936.java,1
3951966f.java,b842cf12.java,0
cdb801a1.java,e14d1ba0.java,0
51d857bc.java,63118334.java,0
54e71b9b.java,fd16f5b0.java,0
31f29772.java,ac180326.java,0
8a729537.java,e270e909.java,1
51d88c51.java,c2b7b017.java,1
0d11fb94.java,f9e08a46.java,0
3f6f1267.java,cdb7a891.java,0
47d54299.java,da0b7cb2.java,1
132281e9.java,f415c0bf.java,1
18e2441c.java,b728ba1d.java,0
60c85a4f.java,8926151a.java,0
0fdc80c5.java,28c2d81a.java,1
2eb89317.java,5f0a176e.java,0
16857116.java,6e207cbf.java,0
4685c420.java,77448a05.java,0
28d8c381.java,417833c3.java,0
3412b353.java,528a6162.java,1
3b498a39.java,9028caf7.java,0
38601291.java,3bcd2014.java,0
548ffb07.java,9ab3c0e1.java,1
884f5678.java,cf27732e.java,0
4fb09c5f.java,c57a973e.java,0
1a31f5cb.java,dc575a6c.java,0
3ff60986.java,d0b4b96c.java,1
11c2ab99.java,4f7af821.java,1
3afcc566.java,90dc2b20.java,0
f28b8cb4.java,ff3283cf.java,0
9fd33d5a.java,c220c822.java,0
a5d5a95f.java,c4ca2ff3.java,0
b5da712b.java,dd994c01.java,0
c9159d9c.java,fae0662f.java,0
a5d5a95f.java,ab7507bf.java,0
67996c4c.java,7bc92b7f.java,0
8e990c75.java,d9f6c257.java,0
ae6567fb.java,d22a53cd.java,0
35eb27da.java,8559d49e.java,0
2bbf754b.java,3a12e509.java,0
34aa6a45.java,dd5fd2a2.java,0
927384f2.java,b2bae06a.java,1
ba8800f5.java,d8e4eb5e.java,0
0e68e463.java,29cf2e70.java,0
8f31b279.java,d2f74dfc.java,0
0951d079.java,0ecf356d.java,1
921b6e4a.java,e7dce35b.java,1
116765b1.java,38601291.java,1
ad4c7a20.java,f8e7b886.java,0
05ca89ed.java,163d0dde.java,1
b08b1c3c.java,d92b4600.java,0
1a6f8b20.java,f6ed6826.java,0
6f02c6d9.java,c2242c42.java,1
c1fef98f.java,fadc1365.java,0
00af3420.java,5449d33c.java,0
1a6f8b20.java,77448a05.java,0
0b04b41e.java,c4ca2ff3.java,0
81fb6415.java,fb69b3b4.java,0
72d9eb5b.java,9862c742.java,0
2af19170.java,ac8ef97c.java,0
169e34bf.java,c9159d9c.java,0
9310ad0c.java,f36138e7.java,0
e431de28.java,eb6cfca7.java,0
6f02c6d9.java,c9159d9c.java,0
8f6421f3.java,bdfe8110.java,1
a7e7f371.java,ad4c7a20.java,1
16857116.java,f3d7ce08.java,1
3d06b643.java,db7f80a5.java,1
06b9cf99.java,fb69b3b4.java,0
7686c854.java,8a729537.java,1
5a81e159.java,d82fa7e3.java,0
46e9aed4.java,7011024d.java,0
29cf2e70.java,b2001d68.java,1
22b41936.java,9cea10af.java,1
487c9f62.java,54488276.java,0
2e404969.java,597195ee.java,0
69b2fd22.java,d018b49f.java,0
31f29772.java,b728ba1d.java,0
3c667d4f.java,a7894e0b.java,1
1c8bb204.java,7ed5a88d.java,0
0f3a2acf.java,16e6d8bb.java,1
2acaa7df.java,46e9aed4.java,0
53551ea0.java,6be98ece.java,0
968c1e7e.java,a4e1511a.java,0
464a03b8.java,cf27732e.java,0
d3a96420.java,ff34fab2.java,0
11d91f31.java,eea69e7f.java,0
949502c2.java,e647bef7.java,0
0b27be88.java,3f4a5b64.java,1
1dab88fb.java,99ccaa44.java,0
6bcc5afd.java,cb87df79.java,1
49e94e7e.java,f3d7ce08.java,0
38129877.java,7493a104.java,1
00f79486.java,ce0b2178.java,0
0951d079.java,927384f2.java,0
1dab88fb.java,a6229ee9.java,0
3dd65549.java,90dc2b20.java,0
6db218a2.java,90b71536.java,1
3380fa52.java,e1a5831a.java,0
90dc2b20.java,f229aa7f.java,0
4a570de6.java,6c4ac8d3.java,0
e185bce5.java,f3d7ce08.java,0
1097b326.java,b45d28b2.java,0
51151974.java,7d12d33c.java,0
2bd5c798.java,317baeaf.java,1
12309af3.java,390d2f23.java,0
930dd1f1.java,f4b87cc2.java,0
4323e2bd.java,ebd8ff55.java,0
63bfa731.java,9fc811f7.java,1
48c5f745.java,4d25818e.java,1
c4ca2ff3.java,d6fb3b9e.java,0
3d06b643.java,f6ca6fc8.java,1
c57a973e.java,fa484fdd.java,1
39210347.java,68dff461.java,1
2b7b2d45.java,a0b406e6.java,1
8b490132.java,db09b3f9.java,1
26e699de.java,90dc2b20.java,0
595f5d6c.java,ae775964.java,0
a0b406e6.java,c9b4bb51.java,0
54d7c21e.java,ad4c7a20.java,1
9862c742.java,d9199dfd.java,0
547ee69b.java,5ce1fe32.java,0
8ad1ad84.java,f652c678.java,0
99bc7da3.java,b3638571.java,0
2da4b3fe.java,3d06b643.java,1
9862c742.java,cf27732e.java,0
3ff25f43.java,c287ea9d.java,0
4fd752f7.java,c7239c97.java,1
18e2441c.java,792863db.java,0
2e404969.java,d76e3b9d.java,0
722e318f.java,c9159d9c.java,0
13441e8f.java,141effef.java,0
9d1bfd29.java,fe07e031.java,0
07a0e4dc.java,bac616ee.java,0
9cea10af.java,d63e6e3f.java,0
35bb6075.java,42fe7dd0.java,0
8a39dbf5.java,e1a5831a.java,0
11c2ab99.java,8f6421f3.java,1
0b5cff5a.java,4fb09c5f.java,0
c4ca2ff3.java,ccc8ef27.java,0
680ba922.java,f3d7ce08.java,0
6f393cfe.java,d61f51c5.java,1
a8e2cefc.java,ee270b2a.java,0
24afd00e.java,279e274a.java,0
115c99cb.java,548ffb07.java,1
9ed0ece8.java,c48673a6.java,0
595f5d6c.java,6653a758.java,0
2ff0355e.java,83935617.java,0
d6fb3b9e.java,f7a0ea6d.java,0
23cb8587.java,48801d9e.java,0
1386da0e.java,f87eb1b3.java,0
6a47e491.java,f2cf6a74.java,0
28c2d81a.java,fa484fdd.java,1
b790ef12.java,ff34fab2.java,0
7686c854.java,edce3e39.java,1
6653a758.java,f6ca6fc8.java,1
b2bae06a.java,d4779c71.java,0
7974ffba.java,94b3b86d.java,0
73f1c5f5.java,da0b7cb2.java,0
a60fba84.java,c695a974.java,0
25151980.java,3b5cec19.java,0
5e3089fa.java,aea245ba.java,0
11c2ab99.java,28c2d81a.java,1
550335a3.java,6d7d5dd7.java,0
558df7d4.java,d8654140.java,0
3088ca9c.java,6f393cfe.java,1
213340b3.java,870e16d9.java,0
